Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption,TotalUsage
10,22,Thursday,No,-0.8338477302246092,41.91957746441082,-1.7293060312459088,-0.8864739665694564,Off,On,0.3913153710400091,67.88391657450691,1
10,0,Tuesday,Yes,1.1015070410548875,43.443930295388085,0.13235740890927283,-0.19821778134472307,Off,Off,0.3133925724298065,89.99802990731887,0
10,19,Saturday,Yes,1.2555636227376903,59.26791137913843,-0.5183800442326263,0.834166496492377,On,Off,-1.6594965502172907,87.94528780306932,1
10,11,Monday,Yes,1.4894659502089709,30.879106026776658,-1.39178639183909,-1.230602059181823,On,Off,-0.41909046357679997,71.80490335924938,1
10,22,Friday,No,1.6610417137807432,40.36809413386577,-1.5964187948585231,1.5224226817171103,Off,Off,0.7423998489468826,89.91764576339496,0
10,18,Friday,Yes,-1.3513945295218177,43.421211472686416,-0.1473339386553323,1.5224226817171103,On,Off,0.5487049404837665,83.24638053278352,1
10,17,Monday,Yes,0.26303981590189884,33.24925802989127,-0.7813452986307796,0.49003840388001024,On,Off,0.5820404758517445,85.76738039292555,1
10,0,Monday,No,1.6610417137807432,50.34080640022104,-1.1391541354632009,-1.230602059181823,Off,Off,-1.4983313202663593,79.87170677949358,0
10,9,Saturday,No,0.18420493735521487,34.17730991313278,0.7639487207424003,-0.5423458739570898,Off,Off,1.4515739016939975,68.5564104926616,0
10,16,Thursday,No,-0.23962759835610312,53.25179624487773,0.651449700714454,0.1459103112676436,On,Off,-0.7857371012161042,80.43120903710573,1
10,4,Friday,No,0.14980136459224913,50.980049264415136,1.6804810017350187,-0.8864739665694564,Off,Off,1.1769335347638845,73.00453362825412,0
10,13,Tuesday,Yes,0.9250123454412078,40.54466523470855,-0.8309097865407321,-1.230602059181823,On,On,-0.9445782427005188,80.09689098442473,2
10,3,Thursday,Yes,1.6610417137807432,32.34924328276011,-0.7965271666273023,0.1459103112676436,Off,Off,1.4831834263142272,79.30832862469735,0
10,5,Monday,Yes,-0.7209136163592018,56.52793578948241,-0.953382799055269,1.1782945891047436,Off,Off,0.5045811183374939,75.87082623419589,0
10,18,Thursday,Yes,0.6836872291754127,38.111677236484105,1.5762341795360275,-0.8864739665694564,Off,Off,0.8479079190878284,95.01544404513214,0
10,8,Thursday,Yes,0.856969483477595,43.97092150412958,-0.8885471182888178,-1.5747301517941896,On,Off,-1.6594965502172907,59.52449510636218,1
10,13,Wednesday,No,-1.1693812764736824,33.34102070730128,-1.7293060312459088,-1.5747301517941896,Off,On,-0.5103422126563736,65.99602388808295,1
10,1,Thursday,No,1.6610417137807432,51.16753263620242,1.060155264068696,-1.5747301517941896,On,Off,1.6124875308911428,90.08915443772634,1
10,20,Sunday,Yes,-0.2698492389609621,45.01593062257808,-0.5464926080163347,-1.5747301517941896,Off,Off,0.6136805391457277,61.36809365697174,0
10,20,Saturday,Yes,-1.44633148222886,33.65036131102245,-1.4005012700785682,0.834166496492377,Off,On,1.6124875308911428,86.18108552257718,1
10,13,Friday,Yes,-1.580967477713538,37.70359858133605,-1.1947959438587614,0.1459103112676436,On,Off,-1.013700798876655,82.06070942052006,1
10,17,Saturday,No,-0.9446669198616813,55.8735444126534,-0.686037511149922,1.5224226817171103,Off,Off,-1.6594965502172907,70.29712044083149,0
10,9,Saturday,Yes,1.3805051129799573,38.8192030332415,-0.48367105959980045,1.5224226817171103,On,On,0.32285366490144424,89.28830331495607,2
10,1,Sunday,Yes,-1.036765288805849,47.71661754370554,-0.45538210717008226,0.1459103112676436,On,On,-1.5212618764429344,76.42486006304497,2
10,15,Saturday,No,0.8416517054123505,52.01019008414702,1.1353060367466636,-0.5423458739570898,Off,Off,-0.32608657088373894,85.24005266362795,0
10,17,Saturday,No,-0.6351101940655126,48.99815771179158,1.6804810017350187,-1.230602059181823,Off,Off,-1.2270610019487196,76.90227179904673,0
10,8,Friday,Yes,0.23609850620894024,37.12080174065921,-0.6171502219839635,0.834166496492377,Off,Off,-0.05675460697899823,80.35527459576724,0
10,23,Sunday,Yes,-0.2201963455554043,55.40711834088099,-1.4790105370115483,-1.5747301517941896,Off,On,0.5880347566870207,65.66715016157357,1
10,18,Monday,Yes,-1.5836648724304927,32.42345951774657,0.89627058102079,0.1459103112676436,On,Off,0.6678932096046337,65.85577062951359,1
10,12,Thursday,Yes,0.2902532342556251,53.82612895481584,-1.4169032784137074,-1.230602059181823,On,On,0.7346400573162747,90.8846161047347,2
10,16,Friday,No,-0.2642942564696298,37.288626682783146,-1.3096303320019873,0.49003840388001024,On,On,-0.3966176890602764,86.16213917080668,2
10,23,Sunday,Yes,-0.8548924900990967,30.015975,-0.30856525467132123,-0.8864739665694564,Off,On,0.17279339435458027,73.54750090527052,1
10,23,Sunday,No,-0.5524511210858354,40.03698095876371,0.790707015931203,-0.8864739665694564,Off,On,0.5139734812742278,71.72453752000078,1
10,17,Saturday,Yes,1.6610417137807432,59.969085,1.6804810017350187,-1.230602059181823,Off,On,1.315140307378603,79.78636988143869,1
10,15,Monday,Yes,-1.6240222317926354,53.47758669409109,0.5749713942145784,-1.5747301517941896,Off,Off,1.4981441866494845,60.72296606949064,0
10,9,Friday,No,-0.8563369809605172,52.86146258521667,-0.2920975444314845,-0.5423458739570898,On,On,0.8454676238911399,62.00508577130483,2
10,10,Sunday,Yes,1.6610417137807432,45.59672193615743,-0.3748193692247764,-0.5423458739570898,On,On,-0.8318065343037467,80.62494396644682,2
10,21,Tuesday,Yes,-0.1450099001286443,37.083651841764784,0.5209363016689306,-0.8864739665694564,Off,On,-0.816370092128946,70.45104470338813,1
10,13,Thursday,No,1.3614101040830178,46.78088960788856,1.6804810017350187,-0.19821778134472307,Off,On,0.37237218841480985,71.72879850235077,1
10,12,Monday,Yes,1.6610417137807432,58.22397953896577,1.2514634821124873,0.834166496492377,On,Off,1.1079903524955474,85.7778274420738,1
10,1,Friday,No,-0.28162236339696234,42.75077432450058,-0.2074810572934936,-1.5747301517941896,Off,On,1.1295592938252788,68.33714852549286,1
10,17,Sunday,Yes,-0.06585254282327634,59.969085,-0.9619864260075888,-0.8864739665694564,Off,On,-1.5041651982412063,69.62206558278628,1
10,23,Sunday,Yes,-0.06168525795815613,57.092847716312434,-0.3937764446779947,-1.230602059181823,Off,On,-0.4733679352856291,53.263278,1
10,18,Saturday,No,-1.5175275808735222,40.46961394850963,0.7655621334707636,0.49003840388001024,On,On,-1.6594965502172907,60.42750734238732,2
10,15,Saturday,Yes,0.7814356886356928,41.87250807098945,1.224021184550295,-0.8864739665694564,Off,On,-1.6594965502172907,92.86585441927453,1
10,20,Wednesday,No,-0.051537078645897225,41.21804128951858,-1.0893460380718762,0.49003840388001024,On,On,-0.8173619081291297,63.164343389969474,2
10,8,Thursday,No,-0.1624918540687924,59.969085,-0.1995797983903274,1.1782945891047436,On,Off,1.6124875308911428,68.28017722645325,1
10,9,Sunday,No,-0.7010630942217304,48.499190716656585,1.0342813678883531,0.49003840388001024,Off,On,-1.0867563733144656,79.20891263049617,1
10,17,Friday,Yes,1.3791134664034532,33.65376271404294,1.5300100136692727,0.834166496492377,Off,Off,-0.4200677933140762,99.20112,0
10,18,Thursday,No,-0.9189859791810868,42.11830383261376,0.5956160866380675,0.834166496492377,On,Off,1.6124875308911428,75.33576541854373,1
10,4,Thursday,No,-0.39426572767268836,46.467951392472685,1.544750624518751,0.834166496492377,Off,Off,1.6124875308911428,90.18364082108026,0
10,9,Tuesday,No,-1.6240222317926354,31.0614523739892,-0.9359484364080678,1.1782945891047436,On,On,0.7398405754369792,72.13427291657435,2
10,3,Wednesday,Yes,1.6610417137807432,34.16665641830452,0.11267034030625515,0.1459103112676436,Off,On,-0.9936723098730604,76.01206606209942,1
10,20,Wednesday,No,-1.5779020568489088,57.293325093171205,-1.5702138296922852,-0.19821778134472307,Off,On,-1.6594965502172907,64.95089380325118,1
10,9,Monday,Yes,0.11164747193098484,58.22110180155547,-0.5339760904679111,0.1459103112676436,Off,On,1.423686194840928,75.81861602725196,1
10,15,Saturday,No,0.08457389694475574,50.4837500906623,-1.313630975041009,-0.5423458739570898,Off,Off,-1.4198611472200793,65.73500378149433,0
10,13,Sunday,No,-1.226410077584176,44.91459477030602,-0.3235265254072064,-0.19821778134472307,Off,On,-0.5238326393537708,57.81955676731389,1
10,2,Tuesday,No,-1.6240222317926354,48.83892769825846,0.8494156847964573,1.5224226817171103,On,Off,0.23933671008412225,59.20889305684098,1
10,15,Sunday,No,0.8704970660956431,56.20855906454519,-0.8382704287507428,0.834166496492377,Off,On,-0.6162834814617143,70.68978514230017,1
10,5,Sunday,Yes,0.10361820568204286,59.61696239535959,1.6804810017350187,0.834166496492377,Off,On,0.10645879736925813,72.48543287425153,1
10,16,Sunday,No,-1.6240222317926354,40.14360675217754,0.2608546750574434,0.1459103112676436,On,Off,-1.6594965502172907,62.33013824527103,1
10,17,Wednesday,Yes,-1.2752949965721063,45.91826681408498,-0.9898635635183671,-0.19821778134472307,On,Off,0.5002139368075428,73.95176672428639,1
10,15,Wednesday,Yes,0.6673288190203049,35.82846046208222,-0.6339956351406062,1.5224226817171103,On,Off,0.06265283831467887,85.19180482598183,1
10,13,Wednesday,Yes,-0.9059086703290625,44.94328616421805,0.4870866344474436,0.1459103112676436,On,On,0.13244248116418983,61.39682844097806,2
10,15,Wednesday,No,0.05732325497361219,53.47834428496335,-0.9730178321415807,0.834166496492377,On,On,1.6124875308911428,82.0540234069946,2
10,14,Friday,No,1.6216063437575465,46.9024073979031,-0.9503559813751354,0.834166496492377,Off,On,0.6933312042581914,79.01738699307455,1
10,18,Saturday,No,-1.000817719346305,54.76251999337056,-0.47525307567334435,0.49003840388001024,Off,On,-0.3477201088401263,62.49017820883372,1
10,6,Wednesday,No,-0.9970332226658549,48.66813031984607,-0.15781319156726567,-0.5423458739570898,On,On,0.13339196952488597,67.55997285980776,2
10,8,Sunday,No,-0.652428688229066,53.18153763037512,0.012332019390449728,-1.230602059181823,Off,Off,0.8288277729534002,72.98560447633882,0
10,13,Friday,Yes,1.5593210133391615,30.015975,0.8667279568735636,0.834166496492377,Off,On,1.1484509530113214,82.42802050762613,1
10,19,Wednesday,Yes,-1.2971239431530588,36.57883218013124,-0.5784607627598897,-0.5423458739570898,Off,On,0.5552237410832247,82.03932114395587,1
10,9,Monday,No,0.6361558053567332,55.64094810465467,-0.12730205034155365,0.1459103112676436,Off,On,-0.4865366196093756,79.90173102436101,1
10,11,Sunday,No,-0.012764879675680301,32.06469896332527,-0.511140135800491,-1.5747301517941896,Off,Off,-0.21283330169762316,77.69944916635623,0
10,5,Thursday,Yes,-1.532855965080563,34.572478112296366,0.10535358875617779,-0.5423458739570898,Off,On,1.6124875308911428,63.27657330391255,1
10,5,Monday,Yes,1.6610417137807432,35.561283383805566,0.2941244720985294,0.834166496492377,On,On,-0.06811552653479305,95.26183833583902,2
10,21,Wednesday,Yes,1.3739707716520109,42.01425460804897,-1.485056208615959,0.1459103112676436,On,Off,-1.6594965502172907,81.98052607421745,1
10,1,Thursday,Yes,0.2262118602045388,51.81978018217414,-1.0848040128422392,0.834166496492377,On,On,1.2120774822563916,77.03086322070057,2
10,7,Sunday,No,-0.6402952034318404,41.98984065248772,-0.5127890724063465,-1.230602059181823,Off,On,1.2329100732508287,68.69746098287493,1
10,13,Saturday,No,1.6266628559836456,57.18847089537325,1.2727762938163478,0.49003840388001024,Off,Off,0.9278967551255225,94.97855661120568,0
10,0,Saturday,Yes,1.2085601937459043,57.69620518422551,-0.90219554881651,1.1782945891047436,Off,On,0.3046499689621642,79.64649608330514,1
10,22,Sunday,No,-1.278198525676048,30.015975,-0.04268742776206822,0.1459103112676436,On,Off,-0.6943302498602358,65.04266925944748,1
10,9,Sunday,No,1.6610417137807432,54.54704980357807,0.06397464375883505,0.834166496492377,Off,Off,-0.028244238381194966,76.33209829430467,0
10,16,Tuesday,No,-1.4573324434095678,50.119997266010586,-1.3655658213568747,-1.5747301517941896,On,On,-0.886853770008908,72.5277286739897,2
10,11,Friday,No,1.117778070306455,48.23795491782643,1.351126986800075,0.49003840388001024,Off,On,0.8849839536034054,84.0095136294646,1
10,4,Saturday,No,0.7185020536678756,59.22028506703196,-0.8663427392514496,1.1782945891047436,On,On,-1.2748188143489532,82.37734740116619,2
10,0,Saturday,Yes,-0.8763604888297643,52.93742630977759,0.1306184615731326,1.5224226817171103,On,On,-1.6594965502172907,70.94592101991542,2
10,9,Friday,No,-1.3793899502351872,59.68385764889423,-1.210163686159928,0.834166496492377,On,Off,-0.5134974938121274,81.2718111293399,1
10,9,Tuesday,No,1.6610417137807432,37.53908034917377,0.6286633472274944,1.1782945891047436,Off,Off,-0.12041467569458021,87.10718538717695,0
10,2,Tuesday,No,1.6610417137807432,50.26318236055628,-1.7293060312459088,-1.230602059181823,On,On,-0.4851654064864863,86.68209200190336,2
10,7,Friday,Yes,0.2168674777672478,49.9821474714125,-0.34556175942972905,1.5224226817171103,On,Off,-0.984885590098519,68.73893917359483,1
10,15,Saturday,No,-1.6240222317926354,59.969085,1.307436380242652,1.5224226817171103,On,On,1.6124875308911428,79.12429330252291,2
10,7,Sunday,Yes,0.5661152967855224,57.09873765299275,1.4835113612291586,-0.8864739665694564,On,On,-1.6594965502172907,74.34561924211289,2
10,22,Thursday,Yes,0.3191280689356677,50.06485449627177,0.40195634119877477,1.1782945891047436,On,On,-0.6733603416273413,76.84322747028789,2
10,19,Sunday,No,-0.33455260779268364,40.24875311547903,1.0219253871109701,-0.8864739665694564,On,On,0.3617458960894609,86.532933462566,2
10,17,Monday,No,0.3214105757510139,46.12762624090053,-1.6651624902829163,1.1782945891047436,On,Off,0.7672736308818767,84.6189650963435,1
10,2,Thursday,No,-0.7266878638404001,49.55521198083068,-0.07666000499791396,0.49003840388001024,On,Off,1.6124875308911428,69.92365206397739,1
10,21,Saturday,Yes,0.011843220458304275,40.86743701661268,1.3388853813448387,-1.5747301517941896,Off,On,-0.47778355713774934,83.30176063752583,1
10,11,Sunday,Yes,0.03246535455713377,45.11801273490851,-1.2325332171988033,-1.230602059181823,Off,On,-0.011063739115219273,89.50272810069508,1
10,6,Monday,No,-0.6159657638226692,30.015975,0.6762179046343845,1.1782945891047436,On,On,0.5778165172353819,58.65617957494352,2
10,10,Sunday,Yes,0.8687094645424127,45.88772881552116,-0.8130811524449326,1.5224226817171103,On,Off,-0.19021201688165237,77.05704961934514,1
10,5,Saturday,No,-0.8501517796791868,56.39456098975469,-0.8590263800152498,-1.230602059181823,Off,On,-1.470416516357402,71.82383217559419,1
10,16,Friday,No,-1.6240222317926354,38.08157824094084,0.7067057676301548,-0.8864739665694564,On,On,-0.9633659298532442,69.93222908063083,2
10,14,Wednesday,No,-1.0295479913709784,46.64808659186696,1.0051447762439443,-1.5747301517941896,On,Off,1.6124875308911428,83.02184685736826,1
10,19,Tuesday,No,-0.3086454480783071,54.78594423339247,0.16823861357224706,0.834166496492377,On,Off,0.39182549654210336,92.4373555687266,1
10,22,Tuesday,No,-1.4901348004788375,46.385442447245495,-1.7293060312459088,0.834166496492377,On,Off,0.5945081569791746,65.20181201027822,1
10,7,Thursday,No,-1.3822072588708239,50.10660272985202,-0.9644327925470065,-1.230602059181823,Off,On,0.22980278815318766,60.021594595411365,1
10,20,Sunday,Yes,-0.26290678208940316,42.19618200730804,-0.9138772401294292,-0.8864739665694564,Off,On,-1.4670282426947128,67.35395136643481,1
10,13,Saturday,No,-1.2865818259625013,48.583875052600746,-1.6361415080762167,0.834166496492377,Off,Off,0.6467485058675646,69.37221227714669,0
10,22,Wednesday,No,1.6610417137807432,57.03328450418186,-0.6254270170152408,-0.8864739665694564,On,On,0.46204342931095893,90.02542669021575,2
10,11,Tuesday,No,0.9761296381760761,39.86539042181233,-0.7636576296397507,1.5224226817171103,Off,Off,-0.7630285677291982,74.25328332593611,0
10,6,Friday,Yes,-1.1623742323132784,30.015975,0.8191464473350659,-0.5423458739570898,On,On,0.274164516703838,69.6945060708133,2
10,16,Friday,No,0.2971576890646231,52.093336425512,-0.830082921475644,-0.8864739665694564,On,Off,-1.2560828399986799,85.58211728602656,1
10,9,Monday,No,-0.8727645352493326,52.69699350621858,1.4792693726380834,0.834166496492377,On,On,0.267404594866061,76.48614577025451,2
10,3,Sunday,Yes,1.6610417137807432,46.92793629712949,-1.7136278303074044,0.834166496492377,Off,On,-1.6594965502172907,95.50416578733662,1
10,3,Tuesday,No,-0.25310188234874315,39.14820218809994,1.0630712113528649,-0.19821778134472307,On,Off,-0.6921048459347896,74.89497518155733,1
10,23,Wednesday,Yes,-1.3166966049700428,54.3903053139823,0.807735136686289,1.5224226817171103,Off,On,0.27801890242639354,67.21442537367095,1
10,23,Wednesday,Yes,1.1049386886677943,32.04019086264016,-0.20963716228331364,0.49003840388001024,On,Off,-0.11196967726214525,77.36314748965627,1
10,12,Thursday,No,0.8641689367410343,37.19433931694076,0.7056319603066091,0.1459103112676436,Off,On,-1.6594965502172907,72.64794090155695,1
10,8,Sunday,Yes,-1.3541798761385424,41.316174876318506,0.4922094695780779,1.1782945891047436,Off,Off,1.4379871109554345,68.217875416883,0
10,5,Monday,No,-1.4197135481910368,56.2798022954519,-0.9691793092096995,1.5224226817171103,On,Off,0.999756709629327,77.82769099684243,1
10,9,Friday,No,0.8205393875497716,42.1428712523821,0.6728563830841577,0.1459103112676436,Off,On,-0.855939925277877,67.33136207724891,1
10,21,Wednesday,Yes,-1.0190292591062637,53.86078948352431,-1.2019890443718861,-0.5423458739570898,On,On,1.1531141799652835,70.1000073120734,2
10,8,Tuesday,Yes,-1.6240222317926354,39.278935692881184,0.40903933379413593,-0.19821778134472307,Off,Off,0.2130935218037639,72.29113783840072,0
10,4,Tuesday,Yes,1.3394052365139455,45.16946568512146,-0.8413082139085272,-1.5747301517941896,Off,Off,-0.9956520615136724,67.15069399925433,0
10,20,Wednesday,Yes,-1.3750966239321798,30.572166759543308,-0.3172536713562919,-1.230602059181823,On,On,0.002352759955358199,83.09984603884996,2
10,16,Wednesday,Yes,-0.6112321347163431,49.594455701029645,1.3050374808325147,0.1459103112676436,On,On,-0.6096258619449538,81.97233592580935,2
10,23,Friday,No,-0.22470017974790538,40.66102352673862,0.5728216034267112,-0.8864739665694564,On,On,-0.42678345718179356,84.32240843769372,2
10,12,Saturday,No,-0.3549306747013313,34.65608706884537,-1.2538188667582977,-0.8864739665694564,On,On,0.3613017308729879,62.80392554305956,2
10,19,Monday,No,-0.46844171392543377,40.69187920613771,-1.3024088455243557,-0.8864739665694564,On,Off,1.2886821990737305,54.83603675871638,1
10,21,Wednesday,Yes,-0.2880921036515964,37.19975854075257,0.1403184438071891,0.1459103112676436,On,On,-1.6594965502172907,74.38584177276229,2
10,22,Friday,Yes,0.5890437385038454,31.1366954700636,0.961905033112049,-0.5423458739570898,On,On,-0.08438638058333461,85.59083413704575,2
10,14,Thursday,Yes,-1.3328439210914655,37.24039351087828,1.6804810017350187,0.1459103112676436,Off,On,0.4353211147226137,79.19374846064866,1
10,22,Saturday,No,0.5174427339963864,30.015975,-0.015467068540404156,-0.8864739665694564,Off,Off,-0.7822233284182722,69.87669346821804,0
10,11,Tuesday,No,-0.8027337038689594,47.25247765062986,-1.007938145268149,0.49003840388001024,On,On,-1.6594965502172907,76.37466608465841,2
10,5,Tuesday,No,-1.3795697027608413,55.65240396254728,1.6632961902052277,0.49003840388001024,Off,Off,-1.5871982060129306,63.5554565318404,0
10,13,Monday,No,-0.49745697509314646,41.538248852433,-1.7293060312459088,-0.19821778134472307,On,On,-0.2692791899646971,83.42881212990535,2
10,19,Thursday,No,-0.26147704998348104,37.28524429298452,-1.550292893075536,-1.230602059181823,Off,On,-1.0765420977116946,71.97617759355923,1
10,18,Sunday,Yes,-1.3285597533872324,31.42118449299777,0.6731535775315964,-1.5747301517941896,On,On,0.010456112364817539,67.39296548942146,2
10,14,Saturday,Yes,-1.569381803470534,57.56190459256652,-1.0621116519723972,-0.8864739665694564,Off,Off,0.740757108327737,69.4097541263287,0
10,18,Wednesday,No,-0.810083235024265,59.969085,-0.6528508481388421,0.49003840388001024,On,On,-0.6291572162213489,67.87691765358092,2
10,15,Wednesday,Yes,-1.6240222317926354,58.30343614145321,0.7419438950743033,0.834166496492377,On,On,-0.9212490301456654,65.78125675648828,2
10,6,Monday,No,-0.5850713434704499,56.9668306171964,-1.5717008211053092,-0.5423458739570898,Off,On,0.8995505947040939,77.90519216605128,1
10,11,Sunday,Yes,-1.6240222317926354,48.31444034851791,-1.6119296482792245,1.5224226817171103,Off,Off,1.2835928229148932,67.58202015175526,0
10,23,Saturday,No,-0.48101315711009274,39.122171381580735,-0.001077087247748456,0.49003840388001024,Off,Off,1.6124875308911428,70.76265423621714,0
10,7,Saturday,Yes,-0.6835874515159865,59.36659216729476,-0.7867300148665242,-1.5747301517941896,Off,On,0.5642381509502625,69.53979585772127,1
10,12,Wednesday,No,-0.6722486433992962,51.53766588530821,0.5216976350957482,-0.19821778134472307,On,On,-0.6134391336190144,66.18732069936308,2
10,5,Tuesday,No,-0.6401874051584495,50.43771175211326,0.6880184934330666,0.49003840388001024,On,On,1.4164950088282173,81.77665012297055,2
10,8,Thursday,No,1.0128154348002723,41.21923469948283,-1.7293060312459088,-1.5747301517941896,On,Off,0.6173970375857374,76.72698881377558,1
10,18,Wednesday,Yes,-0.1459891437585668,41.66800938654945,-0.824491012498573,-1.5747301517941896,Off,On,0.21243325801983248,78.45736326285139,1
10,16,Friday,Yes,-0.5093655920844438,59.969085,0.4740244295186206,-0.5423458739570898,Off,Off,0.6098989909148913,76.94274051667452,0
10,11,Wednesday,Yes,-0.4873403067395098,34.865026818454524,-0.9915643656136585,0.49003840388001024,Off,Off,-0.371340481195505,75.85529927245764,0
10,4,Monday,No,1.0674963775027009,37.25824585245056,1.5830126633463741,-1.230602059181823,Off,On,0.13030891284678536,91.88081496574218,1
10,14,Tuesday,No,-0.5215483898166675,59.969085,1.677338498219821,-0.19821778134472307,Off,Off,-1.30275858193264,77.69096259080835,0
10,20,Wednesday,Yes,0.7955203823439374,58.114833625270215,-0.7401494812105264,0.49003840388001024,Off,On,-1.357163760103483,81.97148867957229,1
10,10,Thursday,Yes,0.3543362197637199,59.969085,1.2939320297684977,1.5224226817171103,On,On,-0.2390941105508917,71.79314945019055,2
10,12,Friday,Yes,-1.0868267074362272,51.08218340264524,-0.07656488784362359,-1.230602059181823,Off,Off,-0.9389610825440071,72.74353200731241,0
10,23,Saturday,Yes,1.3887855566823801,54.51091678449568,-1.2467537953306242,-0.19821778134472307,Off,On,-1.6594965502172907,83.52802874507738,1
10,15,Monday,No,-1.6240222317926354,30.280400631770178,-1.4553902803911818,-1.230602059181823,On,Off,1.072031700944406,68.47464096061607,1
10,18,Tuesday,No,-1.279801665018333,43.29400092242521,0.4789181715059077,0.1459103112676436,Off,Off,0.5823290927258721,84.34288296457703,0
10,11,Monday,Yes,-0.33888487307149995,30.49536223495952,0.2806479089524723,-0.19821778134472307,Off,On,-1.6594965502172907,63.47038698239783,1
10,19,Saturday,No,-1.4824388334065626,38.32760096911533,0.4039249542530274,-0.19821778134472307,Off,Off,0.5535320166702412,76.87191752987528,0
10,13,Tuesday,Yes,0.24014324240634594,36.70357249840895,-1.4495223707553433,-1.230602059181823,On,Off,-1.6594965502172907,61.38821156073516,1
10,13,Monday,Yes,1.6610417137807432,59.969085,-0.9445916955580653,-1.5747301517941896,On,On,-1.0269169966098515,99.20112,2
10,9,Friday,Yes,1.2083582377291162,48.140313472928185,-0.9545851425184869,-0.19821778134472307,Off,Off,0.29420910285770685,82.95724656354854,0
10,0,Tuesday,Yes,-0.8123935115332295,41.575227239820045,-0.6032092063931138,-0.8864739665694564,On,On,-0.2444317303589687,71.18622444151228,2
10,19,Tuesday,No,0.2687597257064897,45.99743557222912,-0.2607574140888662,-1.5747301517941896,Off,On,1.5253616002438877,83.14894252775808,1
10,22,Tuesday,Yes,-0.436994658236482,46.711878552991095,0.6155744361405405,-0.19821778134472307,On,Off,-0.17045931067690456,83.68513773253954,1
10,17,Monday,No,-0.06480027949553813,56.28601049067763,-0.7626927798536145,-1.5747301517941896,On,Off,1.6124875308911428,76.59099671790608,1
10,22,Sunday,Yes,1.3276105714393438,56.727554706290725,0.8831437019820061,-0.5423458739570898,Off,Off,-0.36571689796727974,82.19152630852176,0
10,6,Wednesday,Yes,1.6610417137807432,43.17744495947,1.0576513699349648,1.1782945891047436,Off,On,1.3716132860962598,83.86239912648729,1
10,5,Sunday,No,1.6610417137807432,30.24887127493972,-1.4718352406268054,0.49003840388001024,Off,Off,-1.0910609320654767,76.15559190141157,0
10,14,Sunday,No,0.683067642225196,48.4568489759968,-0.7018042522740652,1.5224226817171103,Off,On,1.0691222463664758,82.9348340969464,1
10,1,Tuesday,No,-1.2768288519724809,36.28474033160812,0.613557011384292,0.834166496492377,Off,On,-1.5651374357968686,68.06252735236299,1
10,16,Tuesday,Yes,0.36640869854459646,30.015975,0.7117629607747868,-1.5747301517941896,Off,Off,0.011243158972328391,80.21307555917576,0
10,12,Sunday,No,0.4669924029322911,30.015975,-0.8717061130933106,-0.5423458739570898,Off,On,-0.5972028136651062,85.53348278212039,1
10,1,Saturday,Yes,-0.5390818712659008,31.05157441740685,1.6804810017350187,1.5224226817171103,Off,On,-0.5319767687030338,77.2256507949142,1
10,12,Tuesday,Yes,-0.0597441510908447,45.1690842003244,0.2490763462603287,-1.230602059181823,Off,Off,0.45126106517333103,92.16279899681638,0
10,18,Monday,Yes,0.7947961302130698,41.47795771027532,1.6804810017350187,0.834166496492377,Off,Off,0.5232730705799193,80.40489765386697,0
10,13,Friday,No,1.3481662571268271,41.3951744179635,-1.562026889035322,1.5224226817171103,Off,On,-1.5334281418213755,82.22859858972056,1
10,2,Friday,Yes,1.2069093708619207,30.015975,0.8755488418693146,0.834166496492377,On,On,0.44080623914534184,84.92412741441716,2
10,22,Saturday,Yes,1.5880193365131152,30.015975,-0.9262810301253566,-0.8864739665694564,Off,Off,1.2152723767280322,83.7744261078972,0
10,3,Friday,Yes,0.15743248860679043,55.076743066934974,-1.075309882804484,-1.5747301517941896,On,On,-0.32700739006737783,72.10573106163518,2
10,2,Monday,No,1.6610417137807432,33.4464587398755,-0.714916291645358,-1.230602059181823,Off,On,-0.08905051763193365,82.68029275856566,1
10,23,Sunday,Yes,-1.1461424383427932,39.669784091426095,1.5021338220516989,0.49003840388001024,Off,Off,-0.5467089542101096,77.91179401329455,0
10,2,Thursday,Yes,-1.2063095630689717,59.969085,1.2847812278369355,0.834166496492377,On,On,0.7084293699309195,66.3394843750268,2
10,13,Sunday,Yes,0.46076049798254803,39.960900452464685,0.5984021877480263,0.1459103112676436,On,On,-1.6594965502172907,62.79875278551281,2
10,22,Wednesday,Yes,1.6610417137807432,37.63506613608025,-1.6567432179584298,-1.230602059181823,On,On,1.6124875308911428,80.8165440445742,2
10,22,Wednesday,No,1.6610417137807432,59.969085,-1.0843631527289725,-1.5747301517941896,On,On,-0.33505902299566076,88.17821991605992,2
10,15,Saturday,No,-1.6240222317926354,59.969085,-1.3302774789756873,0.49003840388001024,Off,Off,1.3495393729056322,54.60210019289275,0
10,7,Friday,No,1.2717548672931964,41.92437704316985,-0.5078095006808965,-1.5747301517941896,On,Off,-0.012884120239392168,87.62549818736204,1
10,6,Saturday,No,-0.2816212371750309,59.35543960741565,-0.07733057054586805,0.834166496492377,Off,On,0.3398728976529547,64.60086390572303,1
10,4,Thursday,Yes,1.0002364329659972,30.015975,0.9251708656190794,-0.5423458739570898,On,Off,0.021821369242937767,88.46735196678952,1
10,19,Wednesday,No,-1.341890193235661,58.76908319337905,0.40054491572694584,0.1459103112676436,On,Off,0.5928945577050002,71.40515421861349,1
